,DEVICE,DTYPE,SEED,DATA,MODEL,OPTIMIZER,LR,BATCH_SIZE,EARLY_STOPPING,STRIDE,N_MC_SAMPLES,DROPOUT,MAKE_GIF,HOW_OFTEN,INITIAL_FRAME_REPETITIONS,FINAL_FRAME_REPETITIONS,HOW_MANY_INDIVIDUAL_PREDICTIONS,VISUALIZE_DISTRIBUTION_USING_QUANTILES,N_POSTERIOR_SAMPLES,N_POSTERIOR_SAMPLES_EVALUATION,SHOW_DIAGNOSTICS,SHOW_PLOT,total_iter,best_iter,epochs_completed,compute_time,patience,delta,stride,METRIC_rmse,METRIC_mae,METRIC_max_norm,filename,STATE_DICT_PATH
0,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,7349.0,4449,7348,10.826000928878784,50.0,-0.1,15.0,0.01875012181699276,0.013932580128312111,0.05258771777153015,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-18-50 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-18-50 (1).pth
1,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,10000.0,4449,10000,15.115143060684204,,,,0.018636640161275864,0.013746097683906555,0.05218580365180969,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-18-50 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-18-50 (2).pth
2,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,20000.0,16649,20000,32.32818865776062,,,,0.0189079437404871,0.014109373092651367,0.05246356129646301,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-18-50 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-18-50 (3).pth
3,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,30000.0,16649,30000,50.41151189804077,,,,0.019208526238799095,0.014206747524440289,0.051211655139923096,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-18-50 (4).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-18-50 (4).pth
4,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,2149.0,549,2148,2.97815203666687,20.0,-0.1,15.0,0.0197697002440691,0.014803663827478886,0.05045834183692932,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-18-50.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-18-50.pth
5,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,4149.0,1299,4148,7.769383430480957,50.0,-0.1,15.0,0.0221214909106493,0.015583633445203304,0.08213546872138977,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-19-44 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-19-44 (1).pth
6,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,10000.0,9749,10000,17.73229432106018,,,,0.01766299456357956,0.013472365215420723,0.053151488304138184,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-19-44 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-19-44 (2).pth
7,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,20000.0,18199,20000,35.610291719436646,,,,0.017474817112088203,0.013759766705334187,0.04290153831243515,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-19-44 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-19-44 (3).pth
8,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,30000.0,29449,30000,51.80926728248596,,,,0.016744554042816162,0.013460054993629456,0.03493030369281769,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-19-44 (4).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-19-44 (4).pth
9,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,2649.0,1299,2648,4.389025688171387,20.0,-0.1,15.0,0.02211061865091324,0.015583310276269913,0.08192919194698334,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-19-44.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-19-44.pth
10,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,9499.0,7549,9498,18.20323944091797,50.0,-0.1,15.0,0.01895221509039402,0.01417100802063942,0.053760796785354614,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-20-40 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-20-40 (1).pth
11,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,10000.0,9999,10000,19.194266319274902,,,,0.01883593760430813,0.014117497950792313,0.05317458510398865,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-20-40 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-20-40 (2).pth
12,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,15699.0,12849,15698,30.926334381103516,20.0,0.1,15.0,0.019827106967568398,0.015141742303967476,0.0453735888004303,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-20-40 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-20-40 (3).pth
13,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,17199.0,12849,17198,34.007527351379395,50.0,0.1,15.0,0.020594846457242966,0.01567111350595951,0.04912480711936951,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-20-40 (4).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-20-40 (4).pth
14,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,6849.0,5449,6848,12.949488401412964,20.0,-0.1,15.0,0.018591176718473434,0.01406772155314684,0.05067673325538635,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-20-40.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-20-40.pth
15,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,2449.0,399,2448,4.481133937835693,20.0,0.1,15.0,0.02039649523794651,0.01531694270670414,0.06953194737434387,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-21-18 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-21-18 (1).pth
16,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,3399.0,399,3398,6.284744739532471,50.0,-0.1,15.0,0.020303377881646156,0.015372290275990963,0.0688866525888443,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-21-18 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-21-18 (2).pth
17,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,3949.0,399,3948,7.447566747665405,50.0,0.1,15.0,0.0204297062009573,0.015488793142139912,0.06935779750347137,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-21-18 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-21-18 (3).pth
18,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,1949.0,399,1948,3.6269001960754395,20.0,-0.1,15.0,0.020253609865903854,0.01524523738771677,0.06911894679069519,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-21-18.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-21-18.pth
19,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,8999.0,8249,8998,18.531267166137695,50.0,-0.1,15.0,0.01793956384062767,0.013986197300255299,0.044297605752944946,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-21-29 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-21-29 (1).pth
20,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,10000.0,8249,10000,20.36929988861084,,,,0.01823553442955017,0.014242627657949924,0.04592156410217285,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-21-29 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-21-29 (2).pth
21,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,12499.0,8249,12498,25.69542694091797,20.0,0.1,15.0,0.019530117511749268,0.015159283764660358,0.056799888610839844,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-21-29 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-21-29 (3).pth
22,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,13999.0,8249,13998,29.27377676963806,50.0,0.1,15.0,0.020602989941835403,0.015676364302635193,0.059283316135406494,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-21-29 (4).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-21-29 (4).pth
23,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,2999.0,1849,2998,5.657459497451782,20.0,-0.1,15.0,0.01877671293914318,0.013947525061666965,0.05374020338058472,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-21-29.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-21-29.pth
24,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,6499.0,4899,6498,14.877264976501465,20.0,0.1,15.0,0.020595230162143707,0.016797376796603203,0.05487847328186035,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-02 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-02 (1).pth
25,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,7549.0,4899,7548,17.27761459350586,50.0,-0.1,15.0,0.02125735953450203,0.01732388138771057,0.05126485228538513,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-02 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-02 (2).pth
26,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,7999.0,4899,7998,18.32016682624817,50.0,0.1,15.0,0.021453626453876495,0.01778934895992279,0.05585947632789612,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-02 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-02 (3).pth
27,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,3699.0,2499,3698,8.324581623077393,20.0,-0.1,15.0,0.01655893214046955,0.013696948066353798,0.03324800729751587,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-02.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-02.pth
28,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,7399.0,4749,7398,16.637482404708862,50.0,-0.1,15.0,0.019191958010196686,0.01459277980029583,0.05356195569038391,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-25 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-25 (1).pth
29,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,7999.0,4749,7998,17.775112628936768,20.0,0.1,15.0,0.019546883180737495,0.014557813294231892,0.04813733696937561,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-25 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-25 (2).pth
30,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,9499.0,4749,9498,21.00508999824524,50.0,0.1,15.0,0.020418206229805946,0.015271889045834541,0.05288812518119812,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-25 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-25 (3).pth
31,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,3299.0,1449,3298,8.164332866668701,20.0,-0.1,15.0,0.018619418144226074,0.014372744597494602,0.04743918776512146,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-25.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-25.pth
32,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,3099.0,1099,3098,6.017786979675293,20.0,0.1,15.0,0.020437156781554222,0.016467804089188576,0.050326377153396606,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-50 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-50 (1).pth
33,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,3399.0,1099,3398,6.6847875118255615,50.0,-0.1,15.0,0.021924123167991638,0.018286990001797676,0.05197682976722717,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-50 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-50 (2).pth
34,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,4599.0,1099,4598,9.275283813476562,50.0,0.1,15.0,0.02098352089524269,0.016714489087462425,0.05087229609489441,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-50 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-50 (3).pth
35,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_30_30_30_30,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,1949.0,1099,1948,3.643561840057373,20.0,-0.1,15.0,0.019035357981920242,0.014942341484129429,0.04548162221908569,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-22-50.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-22-50.pth
36,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_100,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,5399.0,5299,5398,8.58638882637024,50.0,-0.1,15.0,0.01864844560623169,0.01398742850869894,0.05081513524055481,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-23-02 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-23-02 (1).pth
37,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_100,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,10000.0,5299,10000,15.993746757507324,,,,0.02196490205824375,0.017132358625531197,0.06346151232719421,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-23-02 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-23-02 (2).pth
38,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_100,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,20000.0,5299,20000,33.343143463134766,,,,0.0193525031208992,0.014438573271036148,0.052645713090896606,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-23-02 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-23-02 (3).pth
39,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_100,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,30000.0,5299,30000,48.339598655700684,,,,0.02007467672228813,0.015529968775808811,0.0544048547744751,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-23-02 (4).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-23-02 (4).pth
40,cuda,float,2024,univar_missing_middle_normalized_12,univar_NN.univar_NN_100,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,2399.0,1349,2398,3.8374292850494385,20.0,-0.1,15.0,0.018685990944504738,0.014051094651222229,0.05035582184791565,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-23-02.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-23-02.pth
41,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_100,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,3849.0,1199,3848,5.674310684204102,50.0,-0.1,15.0,0.01660664938390255,0.013363081030547619,0.03454938530921936,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-23-54 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-23-54 (1).pth
42,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_100,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,3899.0,1199,3898,5.75426983833313,20.0,0.1,15.0,0.017036933451890945,0.014113304205238819,0.04031164199113846,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-23-54 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-23-54 (2).pth
43,cuda,float,2024,univar_missing_middle_normalized_12_cross_fold,univar_NN.univar_NN_100,Adam,0.005,64,True,15,1,,False,50,24,48,6,True,100,1000,False,False,5949.0,1199,5948,8.889260053634644,50.0,0.1,15.0,0.020251961424946785,0.015743909403681755,0.043862223625183105,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\2024-12-29_16-23-54 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar_det_nn\hyperparameter_search\experimental_models\2024-12-29_16-23-54 (3).pth
