,DEVICE,DTYPE,SEED,DATA,ARCHITECTURE,MODEL,VARIATIONAL_FAMILY,PRIOR_HYPERPARAMETERS,OPTIMIZER,LR,BATCH_SIZE,EARLY_STOPPING,STRIDE,HOW_OFTEN,FUNCTIONAL,PROJECTION_METHOD,LIKELIHOOD_STD,N_MC_SAMPLES,WEIGHTING,DEFAULT_INITIALIZATION,EXTRA_STD,N_POSTERIOR_SAMPLES_EVALUATION,N_POSTERIOR_SAMPLES,SHOW_DIAGNOSTICS,EXACT_WEIGHT_KL,N_MEAS,MEASUREMENT_SET_SAMPLER,GAUSSIAN_APPROXIMATION,SSGE_HYPERPARAMETERS,APPROXIMATE_GAUSSIAN_MEAN,POST_GP_ETA,MAKE_GIF,TITLE,SHOW_PLOT,INITIAL_FRAME_REPETITIONS,FINAL_FRAME_REPETITIONS,HOW_MANY_INDIVIDUAL_PREDICTIONS,VISUALIZE_DISTRIBUTION_USING_QUANTILES,tuning_count,total_iter,best_iter,epochs_completed,compute_time,patience,delta,stride,train_acc,METRIC_rmse_of_median,METRIC_rmse_of_mean,METRIC_mae_of_median,METRIC_mae_of_mean,METRIC_max_norm_of_median,METRIC_max_norm_of_mean,METRIC_median_energy_score,METRIC_95_coverage,METRIC_median_avg_inverval_score,METRIC_quantile_uncertainty_vs_accuracy_slope,METRIC_quantile_uncertainty_vs_accuracy_cor,METRIC_extrapolation_quantile_uncertainty_vs_proximity_slope,METRIC_quantile_uncertainty_vs_proximity_cor,METRIC_interpolation_quantile_uncertainty_vs_proximity_slope,METRIC_extrapolation_quantile_uncertainty_spread,METRIC_interpolation_quantile_uncertainty_spread,METRIC_interpolation_quantile_uncertainty_min,METRIC_pm2_std_uncertainty_vs_accuracy_slope,METRIC_pm2_std_uncertainty_vs_accuracy_cor,METRIC_extrapolation_pm2_std_uncertainty_vs_proximity_slope,METRIC_pm2_std_uncertainty_vs_proximity_cor,METRIC_interpolation_pm2_std_uncertainty_vs_proximity_slope,METRIC_extrapolation_pm2_std_uncertainty_spread,METRIC_interpolation_pm2_std_uncertainty_spread,METRIC_interpolation_pm2_std_uncertainty_min,filename,STATE_DICT_PATH
0,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.1353352832366127, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,torchbnn,0.02,1,standard,{'type': 'Xavier'},True,100,50,False,False,200,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.1, 'post_eta': 0.1, 'prior_M': 100, 'post_M': 100}",False,,False,,False,,,,True,1,16199.0,15249,16198,556.697425365448,25.0,0.05,15.0,1325.222029622396,0.15478530526161194,0.12092411518096924,0.1245628297328949,0.10086806863546371,0.4362561106681824,0.3398112654685974,0.06846305727958679,0.40000003576278687,0.22766849398612976,1.414669394702549,0.7539409576755437,0.20002079423809754,-0.35569906272956153,-0.13822640594342728,0.34609052538871765,0.18646040558815002,0.025027215480804443,2.0421841013866953,0.6118330546299551,0.1852519746651416,-0.32349784171036217,-0.14669275295239984,0.35926753282546997,0.2107948362827301,0.021795863285660744,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_11-58-01 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_11-58-01 (1).pth
1,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.1353352832366127, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,torchbnn,0.02,1,standard,{'type': 'Xavier'},True,100,50,False,False,200,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.1, 'post_eta': 0.1, 'prior_M': 100, 'post_M': 100}",False,,False,,False,,,,True,1,16349.0,15249,16348,563.2874546051025,25.0,0.15,15.0,1285.870497639974,0.15657730400562286,0.12568965554237366,0.1254754513502121,0.10482286661863327,0.4456655979156494,0.3565979599952698,0.07333929091691971,0.4333333671092987,0.2264011651277542,1.5366253764165914,0.8005790806164969,0.2060269581589502,-0.3482033867812244,-0.11160946716306443,0.4052598774433136,0.18217803537845612,0.029522523283958435,2.2283423729974343,0.6882796256359307,0.19867157935038107,-0.3226863714252786,-0.14616832260735532,0.4269554615020752,0.20256459712982178,0.022763356566429138,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_11-58-01 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_11-58-01 (2).pth
2,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.1353352832366127, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,torchbnn,0.02,1,standard,{'type': 'Xavier'},True,100,50,False,False,200,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.1, 'post_eta': 0.1, 'prior_M': 100, 'post_M': 100}",False,,False,,False,,,,True,1,20000.0,15249,20000,685.6844074726105,,,,1129.3290262858072,0.13323771953582764,0.11573254317045212,0.1006907969713211,0.08906617015600204,0.40260258316993713,0.35836246609687805,0.04989616200327873,0.5,0.1860441267490387,1.4208773727949404,0.7048299281275161,0.3182900261454376,-0.3423343073015721,-0.174222721333728,0.4620314836502075,0.23934340476989746,0.029565930366516113,1.6952285842438726,0.632039988446635,0.19283125210691696,-0.2801350602087015,-0.11213370850186256,0.3431369364261627,0.17021091282367706,0.023040499538183212,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_11-58-01 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_11-58-01 (3).pth
3,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.1353352832366127, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,torchbnn,0.02,1,standard,{'type': 'Xavier'},True,100,50,False,False,200,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.1, 'post_eta': 0.1, 'prior_M': 100, 'post_M': 100}",False,,False,,False,,,,True,1,27049.0,25749,27048,936.3849396705627,75.0,0.05,15.0,364.9795328776042,0.06717722862958908,0.064204640686512,0.05200943350791931,0.051042281091213226,0.22684958577156067,0.19471129775047302,0.03250390663743019,0.6333333849906921,0.12816216051578522,2.685438762461508,0.5315918604826326,0.21298960837987713,0.15999816032366,0.05457858383062533,0.35604408383369446,0.17024335265159607,0.02366235852241516,3.4477218879004523,0.5170728428950402,0.15403502418721934,-0.01744176826089658,-0.004908646033399776,0.250201553106308,0.13327312469482422,0.020171107724308968,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_11-58-01 (4).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_11-58-01 (4).pth
4,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.1353352832366127, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,torchbnn,0.02,1,standard,{'type': 'Xavier'},True,100,50,False,False,200,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.1, 'post_eta': 0.1, 'prior_M': 100, 'post_M': 100}",False,,False,,False,,,,True,1,27049.0,25749,27048,937.8651292324066,75.0,0.15,15.0,377.470127360026,0.06964296847581863,0.06645766645669937,0.05331443250179291,0.05161028727889061,0.2323008030653,0.219085693359375,0.0346243754029274,0.7000000476837158,0.11404229700565338,2.3166048621567468,0.5474005163211545,0.10908637863407263,0.18443130471488917,0.0637440957880012,0.24566417932510376,0.1652439385652542,0.021446406841278076,2.4602890743212384,0.5098123095875464,0.10867453156130832,0.14148267686252705,0.03710149276355735,0.1871226578950882,0.11561053991317749,0.018441371619701385,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_11-58-01 (5).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_11-58-01 (5).pth
5,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.1353352832366127, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,torchbnn,0.02,1,standard,{'type': 'Xavier'},True,100,50,False,False,200,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.1, 'post_eta': 0.1, 'prior_M': 100, 'post_M': 100}",False,,False,,False,,,,True,1,10000.0,799,10000,341.9199035167694,,,,2056.147265625,0.18899202346801758,0.1878654807806015,0.16164834797382355,0.15804831683635712,0.49669140577316284,0.5050128698348999,0.08817476034164429,0.30000001192092896,0.23801007866859436,0.0173159297301076,0.128242101261348,-0.005831286176320827,-0.08904097619638483,-0.005056883828062843,0.0400189608335495,0.038723431527614594,0.0765664130449295,0.015845198186336888,0.12190975916490769,0.01812959620614169,-0.11537130708347426,-0.0022583372465438804,0.02948443591594696,0.012244835495948792,0.058508917689323425,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_11-58-01.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_11-58-01.pth
6,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.1353352832366127, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,False,torchbnn,0.02,1,standard,{'type': 'Xavier'},True,100,50,False,False,200,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.1, 'post_eta': 0.1, 'prior_M': 100, 'post_M': 100}",False,,False,,False,,,,True,2,20000.0,19449,20000,373.76054859161377,,,,5956.93427734375,0.188836008310318,0.18840602040290833,0.15515251457691193,0.15471500158309937,0.5206723809242249,0.5195384621620178,0.10659680515527725,0.03333333507180214,0.243607297539711,0.002226178492721773,0.03861582161474947,0.0030182468324073852,0.04456563343181708,0.0011764943950841058,0.020243361592292786,0.01874469220638275,0.024792462587356567,0.0021173016648444645,0.036553656367358245,0.001599264485059015,0.04901487400038367,0.0005984114329870111,0.008113475516438484,0.008854128420352936,0.020272694528102875,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-13-43 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-13-43 (1).pth
7,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.1353352832366127, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,False,torchbnn,0.02,1,standard,{'type': 'Xavier'},True,100,50,False,False,200,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.1, 'post_eta': 0.1, 'prior_M': 100, 'post_M': 100}",False,,False,,False,,,,True,2,30000.0,20999,30000,630.3645060062408,,,,5912.472298177084,0.1885707676410675,0.18845248222351074,0.1547791212797165,0.15482327342033386,0.5240154266357422,0.5219777822494507,0.10556668788194656,0.03333333507180214,0.2473009079694748,0.01678971629365295,0.28120470137585457,0.00025783258704700627,0.05772286337759845,0.0014808523518469452,0.01883837580680847,0.017109602689743042,0.023064136505126953,0.01673106253284112,0.27830245981616875,0.0006027157038512056,0.009826584835777119,0.00012547718165836923,0.008195631206035614,0.009105708450078964,0.020787319168448448,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-13-43 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-13-43 (2).pth
8,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.1353352832366127, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,False,torchbnn,0.02,1,standard,{'type': 'Xavier'},True,100,50,False,False,200,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.1, 'post_eta': 0.1, 'prior_M': 100, 'post_M': 100}",False,,False,,False,,,,True,2,10000.0,9449,10000,165.11044025421143,,,,7786.502994791666,0.18663202226161957,0.18688112497329712,0.14976483583450317,0.15277619659900665,0.5187192559242249,0.5137652158737183,0.07749611139297485,0.36666667461395264,0.24677757918834686,-0.011794487478415402,-0.10907196601063121,0.0015640117312740605,-0.022240979976906168,-0.0011791960176349232,0.04110446572303772,0.03660967946052551,0.10340480506420135,-0.012149812355634584,-0.10886588320183163,0.008360124708486785,-0.3220526706893513,-0.006070970016322838,0.016523323953151703,0.013219006359577179,0.06455615907907486,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-13-43.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-13-43.pth
9,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.36787944117144233, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,HARD,0.007,1,standard,,True,100,50,False,False,50,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.001, 'post_eta': 0.001, 'prior_M': 100, 'post_M': 400}",False,,False,,False,,,,True,3,10000.0,6199,10000,481.3673360347748,,,,474.4715209960938,0.0278439000248909,0.027713628485798836,0.02031136117875576,0.020317556336522102,0.09809756278991699,0.0966644287109375,0.009594490751624107,0.5666667222976685,0.0362507700920105,0.28074219570701314,0.35401137271121685,0.02345213461452023,-0.11372352345317988,-0.0014171205498332378,0.02679869532585144,0.008969269692897797,0.009450137615203857,0.2913654610997626,0.3572212773922269,0.01758022617217962,-0.1697741550939933,-0.0011963842298633078,0.01680510863661766,0.005498290993273258,0.007717793341726065,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-24-17 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-24-17 (1).pth
10,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.36787944117144233, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,HARD,0.007,1,standard,,True,100,50,False,False,50,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.001, 'post_eta': 0.001, 'prior_M': 100, 'post_M': 400}",False,,False,,False,,,,True,3,11049.0,6199,11048,534.4634952545166,75.0,0.05,15.0,498.5652221679687,0.02406170777976513,0.024071861058473587,0.01753649115562439,0.01753915846347809,0.07335701584815979,0.0732811987400055,0.008122822269797325,0.5666667222976685,0.03416023403406143,0.12014683290682648,0.08127045467629453,0.02239016430378032,-0.17342581255095957,-0.0021114845120964506,0.02924087643623352,0.009548574686050415,0.008116304874420166,0.1161944318744375,0.07852024765633606,0.0166520452443628,-0.17964951591092704,-0.0012168118242438172,0.018356461077928543,0.005610221065580845,0.006613805890083313,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-24-17 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-24-17 (2).pth
11,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.36787944117144233, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,HARD,0.007,1,standard,,True,100,50,False,False,50,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.001, 'post_eta': 0.001, 'prior_M': 100, 'post_M': 400}",False,,False,,False,,,,True,3,16099.0,15699,16098,773.5620489120483,25.0,0.15,15.0,500.04221598307294,0.026600882411003113,0.026604540646076202,0.019379327073693275,0.019357357174158096,0.08336584270000458,0.08320148289203644,0.009401118382811546,0.5666667222976685,0.03522598743438721,0.6759199382785012,0.47512760751843325,0.026779643333376783,-0.355819304485188,-0.005506381545156757,0.035412877798080444,0.010409349575638771,0.009311884641647339,0.6715472992255169,0.47100688104179017,0.02356440653997562,-0.39428428062095355,-0.003815417794351085,0.026862071827054024,0.0068528540432453156,0.006863363087177277,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-24-17 (3).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-24-17 (3).pth
12,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.36787944117144233, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,HARD,0.007,1,standard,,True,100,50,False,False,50,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.001, 'post_eta': 0.001, 'prior_M': 100, 'post_M': 400}",False,,False,,False,,,,True,3,20000.0,18649,20000,922.5747172832489,,,,528.5996541341145,0.026480937376618385,0.026370780542492867,0.01922278292477131,0.019252916797995567,0.07616281509399414,0.07558080554008484,0.008557481691241264,0.5,0.033316049724817276,1.1096844297732351,0.5829464653872203,0.028356102773569012,-0.2592446531150626,-0.004761588184601614,0.03625115752220154,0.014824433252215385,0.00801946222782135,1.109375192170805,0.5713729146679601,0.019148788888328473,-0.3146296617252283,-0.003612218893949831,0.020203866064548492,0.008819980546832085,0.006428893189877272,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-24-17 (4).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-24-17 (4).pth
13,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.36787944117144233, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,HARD,0.007,1,standard,,True,100,50,False,False,50,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.001, 'post_eta': 0.001, 'prior_M': 100, 'post_M': 400}",False,,False,,False,,,,True,3,20399.0,18649,20398,935.6627750396729,75.0,0.15,15.0,549.0040547688802,0.027007635682821274,0.02670654095709324,0.019841914996504784,0.019603492692112923,0.08195540308952332,0.08135867118835449,0.013823825865983963,0.46666669845581055,0.03655541315674782,0.47753129988223214,0.37169082890725497,0.026131400651937784,-0.321157370197415,-0.006177710142969341,0.028502941131591797,0.01953965052962303,0.008383750915527344,0.4751732731182181,0.36395363831232475,0.019640530789961388,-0.38160137739439065,-0.004479312380854258,0.021173575893044472,0.01013668067753315,0.006912803743034601,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-24-17 (5).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-24-17 (5).pth
14,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.36787944117144233, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,True,HARD,0.007,1,standard,,True,100,50,False,False,50,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.001, 'post_eta': 0.001, 'prior_M': 100, 'post_M': 400}",False,,False,,False,,,,True,3,8249.0,6199,8248,396.70665168762207,25.0,0.05,15.0,492.0174825032552,0.026476560160517693,0.02638440765440464,0.019943872466683388,0.019738217815756798,0.08814732730388641,0.08795185387134552,0.009036540985107422,0.6000000238418579,0.03505632281303406,0.31398249328315747,0.2581731700510499,0.022273516060702887,-0.1661481465652401,-0.0025423509497334725,0.027979403734207153,0.012471124529838562,0.009564533829689026,0.30674984621909557,0.25158818404987715,0.018786780991412292,-0.19915672372228013,-0.002040032314998815,0.021187156438827515,0.008371737785637379,0.007212840020656586,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-24-17.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-24-17.pth
15,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.36787944117144233, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,False,HARD,0.007,1,standard,,True,100,50,False,False,50,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.001, 'post_eta': 0.001, 'prior_M': 100, 'post_M': 400}",False,,False,,False,,,,True,4,20000.0,17399,20000,303.999303817749,,,,4567.32802734375,0.02094891294836998,0.020633529871702194,0.016185402870178223,0.01583978161215782,0.06635156273841858,0.06553435325622559,0.00750564131885767,0.7666667103767395,0.04741308093070984,4.693256937283763,0.5327275076319568,0.11428679304530318,-0.45431484118964277,-0.016365188576852277,0.11318081617355347,0.022334612905979156,0.010014999657869339,4.601712044743708,0.5112415887934708,0.0999076104870924,-0.4920874565595632,-0.01539559303334185,0.09113759547472,0.020808447152376175,0.010685298591852188,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-39-57 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-39-57 (1).pth
16,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.36787944117144233, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,False,HARD,0.007,1,standard,,True,100,50,False,False,50,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.001, 'post_eta': 0.001, 'prior_M': 100, 'post_M': 400}",False,,False,,False,,,,True,4,30000.0,28549,30000,462.64771795272827,,,,4412.026041666667,0.019640183076262474,0.0196051225066185,0.01508971955627203,0.014925699681043625,0.062037646770477295,0.06279376149177551,0.006884579546749592,0.8000000715255737,0.04615345597267151,2.8553244079709565,0.47022205052845956,0.11605948484654205,-0.504057279451578,-0.01996152461742035,0.11345958709716797,0.026262670755386353,0.01208433136343956,2.7194212794704837,0.45975422071765254,0.10097260237121318,-0.5083627782684692,-0.015496276691777467,0.09607405215501785,0.02028546668589115,0.008681087754666805,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-39-57 (2).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-39-57 (2).pth
17,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Uniform,"{'pi': 0.25, 'sigma1': 0.36787944117144233, 'sigma2': 0.0024787521766663585}",Adam,0.001,600,True,15,50,False,HARD,0.007,1,standard,,True,100,50,False,False,50,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.001, 'post_eta': 0.001, 'prior_M': 100, 'post_M': 400}",False,,False,,False,,,,True,4,10000.0,9799,10000,144.73991680145264,,,,5417.187630208334,0.018458835780620575,0.018495196476578712,0.01464845985174179,0.01479264535009861,0.040711939334869385,0.04143717885017395,0.008289611898362637,0.9000000357627869,0.07071515917778015,2.989235215827572,0.2056894040098935,0.12232757135320989,-0.4935441811081485,-0.033682266920801486,0.13388636708259583,0.04509282857179642,0.018710196018218994,2.7817737592352065,0.1958698033592743,0.08610879567978068,-0.5346357573465765,-0.02629317191876902,0.09492407739162445,0.028236359357833862,0.012910631485283375,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-39-57.json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-39-57.pth
18,cuda,float,2025,univar_missing_middle_normalized_12,univar_NN.univar_NN_30_30_30_30,MixturePrior2015BNN,Normal,"{'pi': 0.75, 'sigma1': 1.0, 'sigma2': 0.00033546262790251185}",Adam,0.001,600,True,15,50,True,Blundell,0.0001,1,standard,{'type': 'torch.nn.init'},True,100,50,False,False,50,data_only,False,"{'prior_J': 100, 'post_J': 25, 'prior_eta': 0.001, 'post_eta': 0.001, 'prior_M': 100, 'post_M': 100}",False,,False,,False,,,,True,5,17049.0,15599,17048,710.6753787994385,25.0,0.05,15.0,5968779.425,0.031279873102903366,0.03171275928616524,0.023219717666506767,0.022851161658763885,0.11695346236228943,0.12089808285236359,0.012173419818282127,0.8333333730697632,0.07127527892589569,3.332342922123395,0.4632916058430544,0.057633768536163775,-0.48165504840475426,-0.0999135496563941,0.10792005062103271,0.09566252678632736,0.013720989227294922,3.0176850645995863,0.4480559574515958,0.04277057903040939,-0.5051710654788213,-0.06649441245287163,0.07389666140079498,0.06226907670497894,0.01055601704865694,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\2025-09-18_12-47-43 (1).json,c:\users\thoma\appdata\local\programs\python\python310\multiverse\functional_bnns\bnns\experiments\paper\univar\weight_priors\hyperparameter_search\experimental_models\2025-09-18_12-47-43 (1).pth
